Conference Name,Industry / Category,Start Date,End Date,Venue Name,Address,Cost,Website URL,Organizer Name,Contact Email,Contact Phone,CFP / Talk Submission URL,Source
How Multiple Pivots positioned Checkbox as the Legal Front Door for Corporations,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-startup-founder-101/events/313832347/,Austin Startup Founder Network,,,,Meetup.com
How to Start or Maintain a Relationship,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/recover-your-happiness-and-self-confidence-texas/events/314054036/,Recover Your Happiness and Self Confidence Texas,,,,Meetup.com
Initial Meeting,Business & Professional,4/13/2026,4/13/2026,,"Austin, TX",Free,https://www.meetup.com/austin-adult-business-meetup-group/events/314074145/,Austin Adult Business Meetup Group,,,,Meetup.com
Networking and Business,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/meetup-group-pkkugdch/events/314104804/,Business to Business Networking,,,,Meetup.com
Open Conversations: February Edition,Business & Professional,4/13/2026,4/13/2026,,"Austin, TX",Free,https://www.meetup.com/blacks-united-in-leading-technology-houston/events/313934643/,Blacks United in Leading Technology - Houston,,,,Meetup.com
SC Water for People & the Environment Committee: Groundwater Management in Texas,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/houston-sierra-club-outings/events/313877401/,Houston Sierra Club Outings,,,,Meetup.com
Social Anxiety Workshop for Adults – Speak With More Confidence,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/what-builds-your-self-confidence-in-relationships-and-life/events/314064168/,What Builds Your Self-Confidence in Relationships and Life,,,,Meetup.com
Story Club: The Ones Who Walk Away From Omelas [5 Pages ⟡ Free Link],Business & Professional,4/13/2026,4/13/2026,Central Market,"4001 N Lamar Blvd, Austin, TX, 78746",Free,https://www.meetup.com/dissent-school/events/313939524/,"Dissent School: Reading Outsiders, Bonding Friends",,,,Meetup.com
The Future of Real Estate Summit,IT & Technology,4/13/2026,4/13/2026,JW Marriott Austin,"Austin, TX",Unknown,https://10times.com/e1x1-9p33-skhg,,,,,10times.com
The Healthcare innovation Meetup,Business & Professional,4/13/2026,4/13/2026,701 Brazos St,"701 Brazos Street, Austin, TX, 78701",Free,https://www.meetup.com/meetup-group-pgsqegxv/events/312465379/,The Healthcare innovation Meetup,,,,Meetup.com
Zion and Bryce Hiking and Glamping,Business & Professional,4/13/2026,4/16/2026,,"Austin, TX",Free,https://www.meetup.com/explorer-chicks-of-austin/events/310871430/,Explorer Chicks of Austin,,,,Meetup.com
"AI & Machine Learning Startups, Investors, Innovators Networking Event",Business & Professional,4/14/2026,4/14/2026,Kitty Cohen's,"2211 Webberville Road, Austin, TX, 78702",Free,https://www.meetup.com/austin-startup-pitch-and-networking-group/events/313694297/,Austin Startup Pitch and Networking Group,,,,Meetup.com
Apache Kafka® x Grafana ,Business & Professional,4/14/2026,4/14/2026,Silicon Labs,"200 W Cesar Chavez St, Austin, TX, 78701",Free,https://www.meetup.com/austin-flink/events/313957473/,Austin Data Streaming Meetup,,,,Meetup.com
AZ Partner Event - The 222 Call with Sunlit Pathways,Business & Professional,4/14/2026,4/14/2026,Online event,"Austin, TX",Free,https://www.meetup.com/awkwardly-zen-a-safe-place-for-your-spiritual-path-atx/events/313828181/,ATX - Awkwardly Zen - A safe place for your spiritual path,,,,Meetup.com
BXN Pflugerville - Networking Luncheon,Business & Professional,4/14/2026,4/14/2026,Prost Ale House,"115 east Main Street,, Pflugerville, TX, 78660",Free,https://www.meetup.com/business-exchange-network/events/313609385/,Business eXchange Network - BXN,,,,Meetup.com
Grafana Meetup: Drilldown & Kafka,Business & Professional,4/14/2026,4/14/2026,Silicon Labs,"200 W Cesar Chavez St, Austin, TX, 78701",Free,https://www.meetup.com/grafana-friends-austin-meetup-group/events/313823799/,Grafana & Friends Austin,,,,Meetup.com
Microsoft Gen AI Masterclass for Business Professionals,Business & Professional,4/14/2026,4/14/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/314104234/,Texas Information Technology Meetup Group,,,,Meetup.com
Money Anxiety & Financial Shame,Business & Professional,4/14/2026,4/14/2026,Online event,"Austin, TX",Free,https://www.meetup.com/small-group-conversations-for-connection-support-virtual/events/313912995/,Small Group Conversations for Connection & Support (Virtual),,,,Meetup.com
National Community Organizer Day Virtual Party Meetup! ,Business & Professional,4/14/2026,4/14/2026,Online event,"Austin, TX",Free,https://www.meetup.com/htmfaaahouston/events/313845259/,Hard To Make Friends As An Adult Houston,,,,Meetup.com
Open Gaming at The Brewtorium,Business & Professional,4/14/2026,4/14/2026,The Brewtorium Brewery & Kitchen,"6015 Dillard Cir A, Austin, TX, 78752",Free,https://www.meetup.com/boards-and-brews/events/312836746/,Boards and Brews,,,,Meetup.com
Scrappy Startups Meetup #3,Business & Professional,4/14/2026,4/15/2026,,"Capital Factory, 701 Brazos St, Austin, TX 78701, USA",Free,https://lu.ma/zzv7hnqa,"William Crable, Domenick Rocchio",,,,Luma (lu.ma)
The Blueprint for Scaling AI Support: Live in Austin,Business & Professional,4/14/2026,4/14/2026,,"Austin, TX",Free,https://lu.ma/61b789eo,"Marietta Bernstein, Christine Yang, Giulia Comarin",,,,Luma (lu.ma)
🔫 Sales OStin: How to Fire Yourself from Sales,Business & Professional,4/14/2026,4/14/2026,Capital Factory,"701 Brazos St, 16th Floor, Austin, TX, 78701",Free,https://www.meetup.com/sales-ostin/events/313096097/,Austin B2B Tech Sales & Startups Network (Sales OStin),,,,Meetup.com
2-Days/3-Nights Big Bend Ranch State Park,Business & Professional,4/15/2026,4/18/2026,,"Austin, TX",Free,https://www.meetup.com/backpackers-170/events/314044626/,Austin Backpackers,,,,Meetup.com
AWS Community on Tour - Austin,Business & Professional,4/15/2026,4/15/2026,Amazon Office,"11815 Alterra Pkwy Suite 900, Austin, TX, 78758",Free,https://www.meetup.com/austin-aws-users/events/313827800/,Austin AWS Users,,,,Meetup.com
Build Useful AI Workflows Without Expensive Subscriptions,Business & Professional,4/15/2026,4/15/2026,Capital Factory,"701 Brazos street, 1st floor, Austin, TX, 78701",Free,https://www.meetup.com/ai-x-education-preparing-for-the-age-of-ai/events/313156175/,AI x Education: Preparing for the Age of AI,,,,Meetup.com
Business Voices: A City of Austin Listening Session,Business & Professional,4/15/2026,4/15/2026,,"Austin, TX",Unknown,https://www.austinchamber.com/events/boc-april-2026,Austin Chamber of Commerce,,,,Austin Chamber of Commerce
"Connecting Neuroscience, Psychology and Spirituality",Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/connecting-neuroscience-psychology-and-spiritual-philosophy/events/310718706/,"Connecting Neuroscience, Psychology and Spiritual Philosophy",,,,Meetup.com
Create Consistent Income with AI (No Tech Skills Needed),Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/wealth-reset/events/313940532/,Wealth Reset,,,,Meetup.com
Dinner at Community Kitchen,Business & Professional,4/15/2026,4/15/2026,Community Kitchen + Taproom,"3110 Windsor Road, Austin, TX, 78703",Free,https://www.meetup.com/vegaustin/events/313891463/,Austin Vegan Association,,,,Meetup.com
Exploration Journey Circle at Flow Yoga Westgate,Business & Professional,4/15/2026,4/15/2026,Flow Yoga Westgate,"4477 S Lamar Blvd #420, Austin, TX, 78745",Paid — 15.0 USD,https://www.meetup.com/austinshamanism/events/313070872/,The Shamanic Community of Austin,,,,Meetup.com
General Business Networking - Austin,Business & Professional,4/15/2026,4/15/2026,Parlor & Yard,"601 W 6th St, Austin, TX, 78701",Paid — 17.99 USD,https://www.meetup.com/strive-networking/events/313653717/,Strive Networking,,,,Meetup.com
"Live, Nude Model Fantasy-Themed - Short Pose Drawing",Business & Professional,4/15/2026,4/15/2026,Factory on 5th,"Factory on 5th Austin Texas ,, Austin, TX, 78702",Paid — 20.0 USD,https://www.meetup.com/fantasy-figure-atx/events/313916900/,Fantasy Figure ATX,,,,Meetup.com
Monthly Meeting: Monolithic vs. Microservices Architecture,Business & Professional,4/15/2026,4/15/2026,Antler VC,"800 Brazos St #340, Austin, TX 78701, Austin, TX, 78701",Free,https://www.meetup.com/austin-cto-club/events/313980139/,Austin CTO Club,,,,Meetup.com
On the Trail of the Logos,Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/rosicruciansinaustinarea/events/314046356/,Rosicrucian Learning Center in Austin,,,,Meetup.com
React ATX,Business & Professional,4/15/2026,4/15/2026,,"Austin, TX",Free,https://www.meetup.com/react-atx/events/313672428/,React ATX,,,,Meetup.com
Stay Relevant in 2026: Why ITIL® 5 Is a Must-Have : Live Session.,Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/313913903/,Texas Information Technology Meetup Group,,,,Meetup.com
The Fear of Not Becoming Who I Want,Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/small-group-conversations-for-connection-support-virtual/events/313492631/,Small Group Conversations for Connection & Support (Virtual),,,,Meetup.com
Vibrational Harmony Experience at Flow Wellness ATX,Business & Professional,4/15/2026,4/15/2026,Flow Wellness ATX,"12401 Hymeadow Dr #1B, Austin, TX, 78750",Paid — 60.0 USD,https://www.meetup.com/reiki-chakras-sound-healing/events/313817875/,"Reiki, Chakras, & Sound Healing",,,,Meetup.com
Woodworking Guild Meeting,Business & Professional,4/15/2026,4/15/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-society-for-creative-anachronism/events/313560340/,Austin Society for Creative Anachronism,,,,Meetup.com
" Working Faster, Thinking Further: Building Products with AI as an Assistant",Business & Professional,4/16/2026,4/16/2026,Online event,"Austin, TX",Free,https://www.meetup.com/uxsanantonio-public/events/313833011/,User Experience San Antonio,,,,Meetup.com
[IN PERSON] - Shorebird & Flutter Austin Community Social Happy Hour,Business & Professional,4/16/2026,4/16/2026,Pinthouse Brewing,"2201 E Ben White Blvd, 78741, Austin, TX, 78744",Free,https://www.meetup.com/gdgaustin/events/314042016/,Google Developer Group Austin,,,,Meetup.com
Airflow Meetup: On Our Way to Airflow Summit 2026!,Business & Professional,4/16/2026,4/16/2026,Coopers BBQ,"217 Congress Avenue, Austin, TX, 78701",Free,https://www.meetup.com/austin-tx-apache-airflow-meetup/events/314058348/,Austin TX Apache Airflow® Meetup,,,,Meetup.com
Asmbly Maker Meet: Entrepreneur in a Box,Business & Professional,4/16/2026,4/16/2026,Asmbly Makerspace,"9701 Dessau Rd Suite 304, Austin, TX, 78754",Free,https://www.meetup.com/asmbly/events/312775308/,Asmbly Maker Meets,,,,Meetup.com
Austin Bitdevs #75,Business & Professional,4/16/2026,4/16/2026,Bitcoin Park Austin,"601 Congress Avenue, Suite 250, Austin, TX, 78701",Free,https://www.meetup.com/bitcoin-park-austin/events/311890986/,Bitcoin Park Austin,,,,Meetup.com
Black Techies Mixer,Business & Professional,4/16/2026,4/16/2026,,"Austin, TX",Free,https://www.meetup.com/black-techies-in-austin/events/313398423/,Black Techies in Austin,,,,Meetup.com
Building AI Data Security Platforms & Scaling Search with Elasticsearch,Business & Professional,4/16/2026,4/16/2026,Elastic Office,"823 Congress Ave, Austin, TX, 78701",Free,https://www.meetup.com/elastic-austin-user-group/events/313603123/,Elastic Austin User Group,,,,Meetup.com
BXN - Buda Networking and Coffee Hour,Business & Professional,4/16/2026,4/16/2026,306 S Main St,"306 S Main St, Buda, TX, 78610",Free,https://www.meetup.com/business-exchange-network/events/313981846/,Business eXchange Network - BXN,,,,Meetup.com
BXN Westlake Networking Luncheon ,Business & Professional,4/16/2026,4/16/2026,Las Palomas Restaurant & Bar,"3201 Bee Caves Road, Austin, TX, 78746",Free,https://www.meetup.com/business-exchange-network/events/313983643/,Business eXchange Network - BXN,,,,Meetup.com
Death Cafe - (East Central),Business & Professional,4/16/2026,4/16/2026,Clozure,"2920 E 12th St, Austin, TX, 78702",Free,https://www.meetup.com/austin-death-cafe/events/313534815/,Death Cafe Austin,,,,Meetup.com
Driving Business Value with AI: An Executive Masterclass,Business & Professional,4/16/2026,4/16/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/314058232/,Texas Information Technology Meetup Group,,,,Meetup.com
Sales and Marketing 101 for Founders,Business & Professional,4/16/2026,4/16/2026,701 Brazos St,"701 Brazos Street, Austin, TX, 78701",Free,https://www.meetup.com/austin-tech-sales-meetup/events/313509058/,Austin Tech Sales Meetup,,,,Meetup.com
"Scent Social: Sip, Snif N’ Scratch with S.S.K. (LABS)",Business & Professional,4/16/2026,4/17/2026,,"Marlow, 700 E 6th St, Austin, TX 78701, USA",Free,https://lu.ma/ga781veb,S.S.K. (LABS),,,,Luma (lu.ma)
Shorebird & Flutter Austin Community Social Happy Hour,Business & Professional,4/16/2026,4/16/2026,Pinthouse Brewing,"2201 E Ben White Blvd, 78741, Austin, TX, 78744",Free,https://www.meetup.com/flutter-austin/events/314041875/,Flutter Austin,,,,Meetup.com
The Austin German Language Meetup Group Monthly Meetup,Business & Professional,4/16/2026,4/16/2026,,"Austin, TX",Free,https://www.meetup.com/austin-german/events/311228506/,The Austin German Language Meetup Group,,,,Meetup.com
The Fertility Formula in Austin TX with McCall McPherson PA-C,Business & Professional,4/16/2026,4/16/2026,,"Veronica Beard Austin, 11501 Century Oaks Terrace Suite 129, Austin, TX 78758, USA",Free,https://lu.ma/03i2iae0,"Natalie Crawford MD, Veronica Beard",,,,Luma (lu.ma)
Thursday Food and Drinks Meetup: North @ Austin Beerworks,Business & Professional,4/16/2026,4/16/2026,Austin Beerworks,"3001 Industrial Terrace, Austin, TX, 78758",Free,https://www.meetup.com/sons-of-technology/events/313991746/,Sons of Technology™,,,,Meetup.com
Woodworking Happy Hour,Business & Professional,4/16/2026,4/16/2026,Vacancy Brewing,"415 E St Elmo Rd 1 d2, Austin, TX, 78745",Free,https://www.meetup.com/austin-school-of-furniture-woodworking-club/events/313991217/,Austin School of Furniture Woodworking Club,,,,Meetup.com
Advancing AGI: From Training and Fine-Tuning to Interactive Agent Development,Business & Professional,4/17/2026,4/17/2026,Online event,"Austin, TX",Free,https://www.meetup.com/responsible-tech/events/313224175/,Responsible Tech Forum,,,,Meetup.com
AI-Driven Cyber Defense on Google Cloud,Business & Professional,4/17/2026,4/17/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/313942767/,Texas Information Technology Meetup Group,,,,Meetup.com
Annual PyTexas Conference: 20 Years of PyTexas!,Business & Professional,4/17/2026,4/19/2026,Austin Central Public library,"710 W Cesar Chavez St ,, Austin, TX, 78701",Free,https://www.meetup.com/dfwpython/events/313415182/,DFW Pythoneers,,,,Meetup.com
Austin Female Founders & Friends,Business & Professional,4/17/2026,4/17/2026,,"Cosmic Saltillo, 1300 E 4th St, Austin, TX 78702, USA",Free,https://lu.ma/txplnpf7,Juliette Richert,,,,Luma (lu.ma)
"Dinner, Drinks and New Friends! ",Business & Professional,4/17/2026,4/18/2026,Mister Tramps Sports Pub and Cafe,"8565 Research Blvd, Austin, TX, 78758",Free,https://www.meetup.com/philosophy-austin/events/312873339/,Austin Philosophy Discussion Group (APDG),,,,Meetup.com
April's Brunch & Bloom: Where We Gather & Grow,Business & Professional,4/18/2026,4/18/2026,Leona Botanical Garden,"6405 Brodie Ln, Sunset Valley, TX, 78745",Free,https://www.meetup.com/where-women-gather-grow/events/313905102/,Where Women Gather & Grow,,,,Meetup.com
Austin Commercial Real Estate SuperLadies Meetup Group ,Business & Professional,4/18/2026,4/18/2026,Capital One Cafe in the Domain,"11801 Domain Boulevard, Suite 160, Austin, TX 78758, Austin, TX, 78758",Free,https://www.meetup.com/austin-real-estate-superladies-meetup-group/events/312052951/,Austin Real Estate SuperLadies Meetup Group,,,,Meetup.com
Austin Metaphysical and Holistic Fair ,Business & Professional,4/18/2026,4/18/2026,Nature's Treasures Event Center,"11055 N. Interstate 35, Austin, TX, 78753",Free,https://www.meetup.com/metaphysical-and-holistic-fairs/events/312716748/,Metaphysical and Holistic Fairs,,,,Meetup.com
Bull & Brunch,Business & Professional,4/18/2026,4/18/2026,6701 Lakewood Dr,"6701 Lakewood Dr, Austin, TX",Free,https://www.meetup.com/lgbtq-camping-group/events/312798757/,LGBTQ Camping & Outdoor Group,,,,Meetup.com
"Design Your Powerful Life 2-day Class, with Katie Raver",Business & Professional,4/18/2026,4/19/2026,Katie Raver Training,"3706 Goodwin Avenue, Suite 168, Austin, TX, 78721",Free,https://www.meetup.com/austinnlp/events/313981575/,Austin Neuro Linguistic Programming Meetup,,,,Meetup.com
Hook 'Em Hacks,Business & Professional,4/18/2026,4/19/2026,,"The University of Texas at Austin, 2515 Speedway, Austin, TX 78712, USA",Free,https://lu.ma/p630wbba,"Maanya Chugh, Sudhanva Athreya, Mahir Laul, Abraham Rajput, krishna naresh",,,,Luma (lu.ma)
Meetup at West Austin Park,Business & Professional,4/18/2026,4/18/2026,West Austin Neighborhood Dog Park,"W 9th St, Austin, TX, 78703",Free,https://www.meetup.com/greatdane-209/events/314017358/,The Austin Area Great Dane Meetup Group,,,,Meetup.com
Nvtrium And Friends (free),Business & Professional,4/18/2026,4/19/2026,Toats Nightclub,"213 W 4th St, Austin, TX, 78701",Free,https://www.meetup.com/austin-electronic-dance-music-group/events/313828733/,Austin Electronic Dance Music Group,,,,Meetup.com
Raise Your Spiritual IQ!—Austin Metaphysical & Holistic Fair,Business & Professional,4/18/2026,4/18/2026,Nature's Treasures - NEW Location,"11055 N. IH 35, Austin, TX, 78753",Free,https://www.meetup.com/eckankar-austin-tx/events/313778216/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Taste of Korea in Austin (no host),Business & Professional,4/18/2026,4/18/2026,,"Austin, TX",Free,https://www.meetup.com/kaccsa/events/314101394/,Korean American Cultural Center of San Antonio,,,,Meetup.com
Weekly Adult Recess Meetup!,Business & Professional,4/18/2026,4/18/2026,Edward Rendon Sr. Park at Festival Beach,"10 Chicon Street, Austin 78702, Austin, TX",Paid — 20.0 USD,https://www.meetup.com/nature-fitness-play/events/314039564/,Adult Recess Community,,,,Meetup.com
Zimbabwe Explorer – 12 Days Victoria Falls Ruins Parks and Cities,Business & Professional,4/18/2026,4/18/2026,,"Austin, TX",Free,https://www.meetup.com/austin-bucket-list-group-travel/events/312766019/,Austin - Bucket List Group Travel,,,,Meetup.com
Ceramic Pipe Painting - Beginner Friendly Creative Workshop,Business & Professional,4/19/2026,4/19/2026,Factory on 5th,"Factory on 5th Austin Texas ,, Austin, TX, 78702",Paid — 60.0 USD,https://www.meetup.com/studiokollisions-creative-workshops-and-socials/events/313929334/,StudioKollisions Creative Workshops and Community,,,,Meetup.com
Finding the Divine in Unexpected Places (in-person event),Business & Professional,4/19/2026,4/19/2026,Embassy Suites by Hilton Austin Arboretum,"9505 Stonelake Blvd, Austin, TX, 78759",Free,https://www.meetup.com/eckankar-austin-tx/events/313778011/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
How to Make Dating Fun,Business & Professional,4/19/2026,4/19/2026,Online event,"Austin, TX",Free,https://www.meetup.com/small-group-conversations-for-connection-support-virtual/events/313492692/,Small Group Conversations for Connection & Support (Virtual),,,,Meetup.com
Metroplex Atheists Open Business Meeting - ONLINE ONLY!!!!,Business & Professional,4/19/2026,4/19/2026,Online event,"Austin, TX",Free,https://www.meetup.com/metroplex-atheists/events/314035198/,Metroplex Atheists,,,,Meetup.com
Online Freethought Salon,Business & Professional,4/19/2026,4/19/2026,Online event,"Austin, TX",Free,https://www.meetup.com/church-of-freethought/events/314042174/,North Texas Church of Freethought,,,,Meetup.com
Spirituality for Animal Advocates & Vegans,Business & Professional,4/19/2026,4/19/2026,Online event,"Austin, TX",Free,https://www.meetup.com/compassionconsortium/events/313786649/,Compassion Consortium – Events for Vegans and Animal Advocates,,,,Meetup.com
What is Living the Spiritual Truth as Soul? (Only for 18-40 year olds!),Business & Professional,4/19/2026,4/19/2026,Online event,"Austin, TX",Free,https://www.meetup.com/eckankar-austin-tx/events/312199386/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Wisdom of the Heart—A Spiritual Book Discussion (In-person),Business & Professional,4/19/2026,4/19/2026,Embassy Suites Austin- Arboretum,"9505 Stonelake Blvd, Austin, TX",Free,https://www.meetup.com/eckankar-austin-tx/events/313806713/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Yoga Meditation: The Practice and Purpose (2-hour workshop),Business & Professional,4/19/2026,4/19/2026,Yoga Meditation Group,"13740 Research Blvd, Bldg T, Unit 3, Austin, tx, 78750",Free,https://www.meetup.com/yoga-meditation-group/events/314044822/,The Austin Yoga Meditation Group,,,,Meetup.com
Hack AI x PostHog,Business & Professional,4/20/2026,4/21/2026,Capital Factory,"Capital Factory, 701 Brazos St, Austin, TX 78701, USA",Free,https://lu.ma/dcyqc6m1,"Reid McCrabb, Bryce Miles, Jack Moffatt, Kliment M.",,,,"Luma (lu.ma), Meetup.com"
Meditative Art Therapy (Don Jones Inspired),Business & Professional,4/20/2026,4/20/2026,Online event,"Austin, TX",Free,https://www.meetup.com/hermits-hollow/events/313739055/,Hermit's Hollow,,,,Meetup.com
Philosophy Night: Codes of Honor [4 Pages ⟡ Free Link],Business & Professional,4/20/2026,4/20/2026,Central Market,"4001 N Lamar Blvd, Austin, TX, 78746",Free,https://www.meetup.com/dissent-school/events/313989467/,"Dissent School: Reading Outsiders, Bonding Friends",,,,Meetup.com
"Startups, Investors, Professionals: Pitch & Networking Event",Business & Professional,4/20/2026,4/20/2026,Loro - South Lamar,"2115 South Lamar Blvd, Austin, TX, 78704",Free,https://www.meetup.com/austin-startup-pitch-and-networking-group/events/313767784/,Austin Startup Pitch and Networking Group,,,,Meetup.com
WESEW South Austin In-Person Meetup,Business & Professional,4/20/2026,4/20/2026,Panera Bread,"4625 W William Cannon Dr, Austin, TX",Free,https://www.meetup.com/wesewaustin/events/313506283/,wesew Austin,,,,Meetup.com
💛 You’re Invited! Spiritual Living Courses: Visit an Easy Way Class on Zoom,Business & Professional,4/20/2026,4/20/2026,Online event,"Austin, TX",Free,https://www.meetup.com/eckankar-austin-tx/events/314030575/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
An Evening of Python Coding,Business & Professional,4/21/2026,4/21/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austinpython/events/313823861/,The Austin Python Meetup,,,,Meetup.com
April Placeholder,Business & Professional,4/21/2026,4/21/2026,,"Austin, TX",Free,https://www.meetup.com/austin-elixir/events/312846578/,Austin Elixir,,,,Meetup.com
Austin JavaScript Meetup,Business & Professional,4/21/2026,4/21/2026,Cloudflare,"405 Comal St, Austin, TX, 78701",Free,https://www.meetup.com/austin-js/events/313450530/,Austin JS,,,,Meetup.com
Cloud Austin Meetup,Business & Professional,4/21/2026,4/21/2026,,"Austin, TX",Free,https://www.meetup.com/cloudaustin/events/312511529/,Cloud Austin,,,,Meetup.com
Essential AI Skills: Explore & Practice,Business & Professional,4/21/2026,4/21/2026,Online event,"Austin, TX",Paid — 325.0 USD,https://www.meetup.com/girl-develop-it-austin/events/313387339/,Girl Develop It Austin,,,,Meetup.com
"How Live Music Drives Business Growth, Talent Attraction, & Regional Impact",Business & Professional; Entertainment & Media,4/21/2026,4/21/2026,,"Austin, TX",Unknown,https://www.austinchamber.com/events/music-economic-force-april-2026,Austin Chamber of Commerce,,,,Austin Chamber of Commerce
The Microsoft Azure Generative AI Masterclass,Business & Professional,4/21/2026,4/21/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/314104363/,Texas Information Technology Meetup Group,,,,Meetup.com
Tired of Dating Apps? Try a Different Way to Meet Singles in Austin,Business & Professional,4/21/2026,4/21/2026,Shared with registered participants,"Shared with registered participants, Austin, TX, 73301",Free,https://www.meetup.com/maplesconscioussingles/events/314067829/,Singles Events in Austin | Conscious Connections Club,,,,Meetup.com
ACM/IEEE Austin: April Tech Talks & Community Showcase,Business & Professional,4/22/2026,4/22/2026,"CGCS, ACC Rio Campus Build #3000","1218 West Ave Bldg #3000, Austin, TX, 78701",Free,https://www.meetup.com/acm-austin/events/313448441/,ACM Austin | Enterprise AI & Engineering,,,,Meetup.com
Agent Core Fundamentals: Designing Persistent AI Agents on AWS,Business & Professional,4/22/2026,4/22/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/314055854/,Texas Information Technology Meetup Group,,,,Meetup.com
Austin Formal Methods Meetup - April 2026,Business & Professional,4/22/2026,4/22/2026,Capital Factory,"701 Brazos St, 16th Floor, Austin, TX, 78701",Free,https://www.meetup.com/austin-formal-methods-user-group/events/312781653/,Austin Formal Methods User Group,,,,Meetup.com
How College Essays Really Work: Turn Your Story Into Acceptance ✨ (Free event),Business & Professional,4/22/2026,4/22/2026,Online event,"Austin, TX",Free,https://www.meetup.com/make-it-easy-your-guide-to-college-in-america/events/314091584/,Make it Easy: Your Guide to College in America,,,,Meetup.com
SUG: SitecoreAI for Marketers!  April 2026 Monthly Meeting,Business & Professional,4/22/2026,4/22/2026,Online event,"Austin, TX",Free,https://www.meetup.com/sitecoreai-for-marketers/events/313833872/,Sitecore User Group: SitecoreAI - for Marketers!,,,,Meetup.com
The Color Organs of the Master of the Rose Cross,Business & Professional,4/22/2026,4/22/2026,Online event,"Austin, TX",Free,https://www.meetup.com/rosicruciansinaustinarea/events/314046400/,Rosicrucian Learning Center in Austin,,,,Meetup.com
We like creating meetups so much we are taking it on the road! Come join us!!,Business & Professional,4/22/2026,4/22/2026,Online event,"Austin, TX",Free,https://www.meetup.com/iwanttodothataustin/events/299243874/,""" ¡ ᗯᗩᑎTEᗪ TO ᗪO TᕼᗩT . . . ᒍᑌᔕT ᑎOT ᗩᒪOᑎE ! ! ! ℠ "" Austin",,,,Meetup.com
4/23 - Technically Ethical Session: Topic TBD,Business & Professional,4/23/2026,4/23/2026,House of Deerfield Fellowship - A Co-op Community,"1708 Deerfield Dr., Austin, TX, 78741",Free,https://www.meetup.com/technically-ethical/events/313721827/,Technically Ethical - Thought provoking discussions,,,,Meetup.com
"AIDataTech Connect: Global Virtual Networking Event for AI, Data & Tech Pros",Business & Professional,4/23/2026,4/23/2026,Online event,"Austin, TX",Free,https://www.meetup.com/ac-iah/events/313891708/,Analytics.Club Houston,,,,Meetup.com
Austin International Founders Meetup (Vol. 04),Business & Professional,4/23/2026,4/23/2026,"Capital Factory, ACL Room (16th floor)","701 Brazos St, Austin, TX",Free,https://www.meetup.com/international-founders-network-austin/events/313956314/,International Founders Network - Austin,,,,Meetup.com
Crop Austin,Agriculture & Forestry; Food & Beverages,4/23/2026,4/24/2026,Capital Factory,"Austin, TX",Unknown,https://10times.com/crop-austin-austin,,,,,10times.com
Death Game Night,Business & Professional,4/23/2026,4/23/2026,"Austin Public Library, George Washington Carver Branch","1161 Angelina Street, Austin, TX, 78702",Free,https://www.meetup.com/austin-death-cafe/events/313932087/,Death Cafe Austin,,,,Meetup.com
Endometriosis and IC Support Group,Business & Professional,4/23/2026,4/23/2026,,"Austin, TX",Free,https://www.meetup.com/endometriosis-interstitial-cystitis-pelvicpain-support-group/events/313163223/,Endometriosis Support Collective,,,,Meetup.com
Happy Hour - talk Shopify & ecommerce,Business & Professional,4/23/2026,4/23/2026,Cosmic Saltillo,"1300 E 4th St, Austin, TX, 78702",Free,https://www.meetup.com/austin-shopify-meetup/events/313719126/,Austin Shopify Meetup,,,,Meetup.com
